"","_id","measure_id","measure_name","interval_type","value_type","measure_value","year_to_date_variance","budget_variance","decimal_accuracy","desired_direction","category","data_source_notes","city_perspective_note","year","period_number_in_year","target","note"
"138",138,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",16,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2022,9,NA,NA
"139",139,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",11,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2022,10,NA,NA
"140",140,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",27,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2022,11,NA,NA
"141",141,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",24,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2022,12,NA,NA
"142",142,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",20,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,1,NA,NA
"143",143,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",18,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,2,NA,NA
"144",144,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",20,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,3,NA,NA
"145",145,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",16,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,4,NA,NA
"146",146,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",22,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,5,NA,NA
"147",147,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",25,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,6,NA,NA
"148",148,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",12,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,7,NA,NA
"149",149,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",10,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,8,NA,NA
"150",150,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",19,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,9,NA,"Higher interest rates and inflation adding to increase cost with softer consumer demand."
"151",151,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",30,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,10,NA,NA
"152",152,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",40,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,11,NA,NA
"153",153,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",43,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2023,12,NA,NA
"154",154,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",49,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,1,NA,NA
"155",155,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",33,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,2,NA,"Continued higher interest rates and inflation adding to increase cost with softer consumer demand."
"156",156,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",33,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,3,NA,NA
"157",157,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",26,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,4,NA,NA
"158",158,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",27,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,5,NA,"The increase in insolvencies is a result of a combination of pandemic-related debt, economic pressures, and the end of government support measures. These factors have created a challenging environment for both consumers and businesses in Toronto. (ISED-ISDE Canada)."
"159",159,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",35,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,6,NA,NA
"160",160,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",30,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,7,NA,NA
"161",161,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",24,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,8,NA,"Continued challenging environment for both consumers and businesses. Weak demand and impacts of interest rate changes is lagging."
"162",162,1.121,"Number of Business Bankruptcies for the City of Toronto","m","n",31,0.05,NA,0,"Down","Economy","Source: Office of the Superintendent of Bankruptcy Canada (OSBC)","",2024,9,NA,NA
"163",163,1.04,"Employed City of Toronto Residents (000's)","m","n",1355.77,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,1,NA,NA
"164",164,1.04,"Employed City of Toronto Residents (000's)","m","n",1359.14,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,2,NA,NA
"165",165,1.04,"Employed City of Toronto Residents (000's)","m","n",1352.45,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,3,NA,NA
"166",166,1.04,"Employed City of Toronto Residents (000's)","m","n",1339.22,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,4,NA,NA
"167",167,1.04,"Employed City of Toronto Residents (000's)","m","n",1332.39,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,5,NA,NA
"168",168,1.04,"Employed City of Toronto Residents (000's)","m","n",1329.07,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,6,NA,NA
"169",169,1.04,"Employed City of Toronto Residents (000's)","m","n",1324.58,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,7,NA,NA
"170",170,1.04,"Employed City of Toronto Residents (000's)","m","n",1322.71,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,8,NA,NA
"171",171,1.04,"Employed City of Toronto Residents (000's)","m","n",1316.2,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,9,NA,NA
"172",172,1.04,"Employed City of Toronto Residents (000's)","m","n",1317.09,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,10,NA,NA
"173",173,1.04,"Employed City of Toronto Residents (000's)","m","n",1320.99,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,11,NA,NA
"174",174,1.04,"Employed City of Toronto Residents (000's)","m","n",1335.17,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2007,12,NA,NA
"175",175,1.04,"Employed City of Toronto Residents (000's)","m","n",1350.13,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,1,NA,NA
"176",176,1.04,"Employed City of Toronto Residents (000's)","m","n",1367.82,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,2,NA,NA
"177",177,1.04,"Employed City of Toronto Residents (000's)","m","n",1384.18,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,3,NA,NA
"178",178,1.04,"Employed City of Toronto Residents (000's)","m","n",1404.27,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,4,NA,NA
"179",179,1.04,"Employed City of Toronto Residents (000's)","m","n",1415.33,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,5,NA,NA
"180",180,1.04,"Employed City of Toronto Residents (000's)","m","n",1422.02,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,6,NA,NA
"181",181,1.04,"Employed City of Toronto Residents (000's)","m","n",1416.88,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,7,NA,NA
"182",182,1.04,"Employed City of Toronto Residents (000's)","m","n",1410.44,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,8,NA,NA
"183",183,1.04,"Employed City of Toronto Residents (000's)","m","n",1414,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,9,NA,NA
"184",184,1.04,"Employed City of Toronto Residents (000's)","m","n",1423.87,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,10,NA,NA
"185",185,1.04,"Employed City of Toronto Residents (000's)","m","n",1431.9,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,11,NA,NA
"186",186,1.04,"Employed City of Toronto Residents (000's)","m","n",1443.08,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2008,12,NA,NA
"187",187,1.04,"Employed City of Toronto Residents (000's)","m","n",1440.76,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,1,NA,NA
"188",188,1.04,"Employed City of Toronto Residents (000's)","m","n",1442.82,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,2,NA,NA
"189",189,1.04,"Employed City of Toronto Residents (000's)","m","n",1430.87,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,3,NA,NA
"190",190,1.04,"Employed City of Toronto Residents (000's)","m","n",1430.66,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,4,NA,NA
"191",191,1.04,"Employed City of Toronto Residents (000's)","m","n",1427.46,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,5,NA,NA
"192",192,1.04,"Employed City of Toronto Residents (000's)","m","n",1415.75,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,6,NA,NA
"193",193,1.04,"Employed City of Toronto Residents (000's)","m","n",1412.33,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,7,NA,NA
"194",194,1.04,"Employed City of Toronto Residents (000's)","m","n",1404.16,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,8,NA,NA
"195",195,1.04,"Employed City of Toronto Residents (000's)","m","n",1412.74,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,9,NA,NA
"196",196,1.04,"Employed City of Toronto Residents (000's)","m","n",1406.74,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,10,NA,NA
"197",197,1.04,"Employed City of Toronto Residents (000's)","m","n",1406.3,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,11,NA,NA
"198",198,1.04,"Employed City of Toronto Residents (000's)","m","n",1396.34,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2009,12,NA,NA
"199",199,1.04,"Employed City of Toronto Residents (000's)","m","n",1390.19,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,1,NA,NA
"200",200,1.04,"Employed City of Toronto Residents (000's)","m","n",1379.66,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,2,NA,NA
"201",201,1.04,"Employed City of Toronto Residents (000's)","m","n",1378.51,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,3,NA,NA
"202",202,1.04,"Employed City of Toronto Residents (000's)","m","n",1369.2,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,4,NA,NA
"203",203,1.04,"Employed City of Toronto Residents (000's)","m","n",1365.54,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,5,NA,NA
"204",204,1.04,"Employed City of Toronto Residents (000's)","m","n",1358.11,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,6,NA,NA
"205",205,1.04,"Employed City of Toronto Residents (000's)","m","n",1370.95,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,7,NA,NA
"206",206,1.04,"Employed City of Toronto Residents (000's)","m","n",1392.48,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,8,NA,NA
"207",207,1.04,"Employed City of Toronto Residents (000's)","m","n",1406.44,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,9,NA,NA
"208",208,1.04,"Employed City of Toronto Residents (000's)","m","n",1413.5,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,10,NA,NA
"209",209,1.04,"Employed City of Toronto Residents (000's)","m","n",1396.27,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,11,NA,NA
"210",210,1.04,"Employed City of Toronto Residents (000's)","m","n",1406.88,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2010,12,NA,NA
"211",211,1.04,"Employed City of Toronto Residents (000's)","m","n",1427.24,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2011,1,NA,NA
"212",212,1.04,"Employed City of Toronto Residents (000's)","m","n",1449.91,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2011,2,NA,NA
"213",213,1.04,"Employed City of Toronto Residents (000's)","m","n",1453.31,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2011,3,NA,NA
"214",214,1.04,"Employed City of Toronto Residents (000's)","m","n",1447.96,0.01,NA,NA,"Up","Economy","Source: Statistics Canada, Labour Force Survey Seasonally Adjusted 3-month moving average","",2011,4,NA,NA
